"No.","Time","AbsTime","Source","Destination","Protocol","Length","Info"
"126662","1524.323300932","12:52:00.742065518","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180784 Ack=2769982 Win=8326 Len=10 TSval=590883 TSecr=1544348532"
"126669","1524.423614282","12:52:00.842378868","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180794 Ack=2770102 Win=8326 Len=10 TSval=590892 TSecr=1544348633"
"126676","1524.523216007","12:52:00.941980593","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180804 Ack=2770219 Win=8326 Len=10 TSval=590901 TSecr=1544348734"
"126685","1524.623187465","12:52:01.041952051","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180824 Ack=2770804 Win=8326 Len=10 TSval=590910 TSecr=1544348835"
"126692","1524.723265152","12:52:01.142029738","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180834 Ack=2770923 Win=8326 Len=10 TSval=590919 TSecr=1544348936"
"126699","1524.823284977","12:52:01.242049563","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180844 Ack=2771048 Win=8326 Len=10 TSval=590928 TSecr=1544349035"
"126706","1524.923269291","12:52:01.342033877","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180854 Ack=2771173 Win=8326 Len=10 TSval=590937 TSecr=1544349137"
"126721","1525.023347690","12:52:01.442112276","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180864 Ack=2771291 Win=8326 Len=10 TSval=590946 TSecr=1544349236"
"126728","1525.123289151","12:52:01.542053737","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180874 Ack=2771408 Win=8326 Len=10 TSval=590955 TSecr=1544349335"
"126737","1525.223257984","12:52:01.642022570","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180884 Ack=2771532 Win=8326 Len=10 TSval=590964 TSecr=1544349435"
"126744","1525.323260222","12:52:01.742024808","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180894 Ack=2771659 Win=8326 Len=10 TSval=590973 TSecr=1544349535"
"126751","1525.423334188","12:52:01.842098774","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180904 Ack=2771779 Win=8326 Len=10 TSval=590982 TSecr=1544349635"
"126758","1525.523209322","12:52:01.941973908","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180914 Ack=2771896 Win=8326 Len=10 TSval=590991 TSecr=1544349735"
"126767","1525.623256092","12:52:02.042020678","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180934 Ack=2772481 Win=8326 Len=10 TSval=591000 TSecr=1544349835"
"126776","1525.723271016","12:52:02.142035602","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180957 Ack=2772781 Win=8326 Len=10 TSval=591008 TSecr=1544350026"
"126783","1525.823303019","12:52:02.242067605","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180967 Ack=2772906 Win=8326 Len=10 TSval=591018 TSecr=1544350026"
"126790","1525.923314726","12:52:02.342079312","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180977 Ack=2773031 Win=8326 Len=10 TSval=591027 TSecr=1544350135"
"126805","1526.023301652","12:52:02.442066238","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180987 Ack=2773149 Win=8326 Len=10 TSval=591036 TSecr=1544350235"
"126812","1526.123267302","12:52:02.542031888","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=180997 Ack=2773266 Win=8326 Len=10 TSval=591045 TSecr=1544350335"
"126821","1526.223213294","12:52:02.641977880","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181007 Ack=2773390 Win=8326 Len=10 TSval=591054 TSecr=1544350426"
"126828","1526.323239067","12:52:02.742003653","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181017 Ack=2773517 Win=8326 Len=10 TSval=591063 TSecr=1544350535"
"126835","1526.423206334","12:52:02.841970920","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181027 Ack=2773637 Win=8326 Len=10 TSval=591072 TSecr=1544350635"
"126842","1526.523245194","12:52:02.942009780","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181037 Ack=2773754 Win=8326 Len=10 TSval=591081 TSecr=1544350735"
"126851","1526.623710698","12:52:03.042475284","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181057 Ack=2774339 Win=8326 Len=10 TSval=591090 TSecr=1544350835"
"126858","1526.723210090","12:52:03.141974676","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181067 Ack=2774458 Win=8326 Len=10 TSval=591098 TSecr=1544350936"
"126865","1526.823277844","12:52:03.242042430","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181077 Ack=2774583 Win=8326 Len=10 TSval=591108 TSecr=1544351035"
"126872","1526.923269268","12:52:03.342033854","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181087 Ack=2774708 Win=8326 Len=10 TSval=591117 TSecr=1544351135"
"126887","1527.023270398","12:52:03.442034984","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181097 Ack=2774826 Win=8326 Len=10 TSval=591126 TSecr=1544351235"
"126894","1527.123308027","12:52:03.542072613","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181107 Ack=2774943 Win=8326 Len=10 TSval=591135 TSecr=1544351335"
"126903","1527.223232683","12:52:03.641997269","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181117 Ack=2775067 Win=8326 Len=10 TSval=591144 TSecr=1544351435"
"126910","1527.323227160","12:52:03.741991746","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181127 Ack=2775194 Win=8326 Len=10 TSval=591153 TSecr=1544351522"
"126917","1527.423274157","12:52:03.842038743","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181137 Ack=2775314 Win=8326 Len=10 TSval=591162 TSecr=1544351635"
"126924","1527.523246134","12:52:03.942010720","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181147 Ack=2775431 Win=8326 Len=10 TSval=591171 TSecr=1544351724"
"126933","1527.623226378","12:52:04.041990964","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181167 Ack=2776016 Win=8326 Len=10 TSval=591180 TSecr=1544351835"
"126942","1527.723241336","12:52:04.142005922","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181190 Ack=2776316 Win=8326 Len=10 TSval=591189 TSecr=1544352026"
"126949","1527.823246979","12:52:04.242011565","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181200 Ack=2776441 Win=8326 Len=10 TSval=591198 TSecr=1544352026"
"126956","1527.923269594","12:52:04.342034180","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181210 Ack=2776566 Win=8326 Len=10 TSval=591207 TSecr=1544352135"
"126971","1528.023221008","12:52:04.441985594","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181220 Ack=2776684 Win=8326 Len=10 TSval=591216 TSecr=1544352227"
"126978","1528.123257376","12:52:04.542021962","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181230 Ack=2776801 Win=8326 Len=10 TSval=591225 TSecr=1544352334"
"126987","1528.223203290","12:52:04.641967876","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181240 Ack=2776925 Win=8326 Len=10 TSval=591234 TSecr=1544352429"
"126994","1528.323212707","12:52:04.741977293","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181250 Ack=2777052 Win=8326 Len=10 TSval=591243 TSecr=1544352530"
"127001","1528.423276675","12:52:04.842041261","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181260 Ack=2777172 Win=8326 Len=10 TSval=591252 TSecr=1544352630"
"127008","1528.523195920","12:52:04.941960506","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181270 Ack=2777289 Win=8326 Len=10 TSval=591261 TSecr=1544352731"
"127017","1528.623267676","12:52:05.042032262","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181290 Ack=2777874 Win=8326 Len=10 TSval=591270 TSecr=1544352835"
"127024","1528.723187914","12:52:05.141952500","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181300 Ack=2777993 Win=8326 Len=10 TSval=591278 TSecr=1544352933"
"127031","1528.823190396","12:52:05.241954982","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181310 Ack=2778118 Win=8326 Len=10 TSval=591288 TSecr=1544353033"
"127037","1528.923241234","12:52:05.342005820","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181320 Ack=2778243 Win=8326 Len=10 TSval=591297 TSecr=1544353134"
"127045","1529.023233828","12:52:05.441998414","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181330 Ack=2778361 Win=8326 Len=10 TSval=591306 TSecr=1544353235"
"127058","1529.123253367","12:52:05.542017953","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181340 Ack=2778478 Win=8326 Len=10 TSval=591315 TSecr=1544353335"
"127065","1529.223355459","12:52:05.642120045","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181350 Ack=2778602 Win=8326 Len=10 TSval=591324 TSecr=1544353435"
"127074","1529.323265412","12:52:05.742029998","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181360 Ack=2778729 Win=8326 Len=10 TSval=591333 TSecr=1544353535"
"127081","1529.423274046","12:52:05.842038632","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181370 Ack=2778849 Win=8326 Len=10 TSval=591342 TSecr=1544353635"
"127088","1529.523296829","12:52:05.942061415","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181380 Ack=2778966 Win=8326 Len=10 TSval=591351 TSecr=1544353735"
"127097","1529.623228162","12:52:06.041992748","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181400 Ack=2779551 Win=8326 Len=10 TSval=591360 TSecr=1544353836"
"127106","1529.723205004","12:52:06.141969590","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181423 Ack=2779851 Win=8326 Len=10 TSval=591369 TSecr=1544354025"
"127113","1529.823237329","12:52:06.242001915","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181433 Ack=2779976 Win=8326 Len=10 TSval=591378 TSecr=1544354025"
"127120","1529.923286455","12:52:06.342051041","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181443 Ack=2780101 Win=8326 Len=10 TSval=591387 TSecr=1544354135"
"127129","1530.023276514","12:52:06.442041100","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181453 Ack=2780219 Win=8326 Len=10 TSval=591396 TSecr=1544354235"
"127142","1530.123287959","12:52:06.542052545","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181463 Ack=2780336 Win=8326 Len=10 TSval=591405 TSecr=1544354335"
"127149","1530.223314052","12:52:06.642078638","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181473 Ack=2780460 Win=8326 Len=10 TSval=591414 TSecr=1544354435"
"127158","1530.323275210","12:52:06.742039796","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181483 Ack=2780587 Win=8326 Len=10 TSval=591423 TSecr=1544354535"
"127165","1530.423275185","12:52:06.842039771","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181493 Ack=2780707 Win=8326 Len=10 TSval=591432 TSecr=1544354635"
"127172","1530.523259966","12:52:06.942024552","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181503 Ack=2780824 Win=8326 Len=10 TSval=591441 TSecr=1544354735"
"127181","1530.623247847","12:52:07.042012433","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181523 Ack=2781409 Win=8326 Len=10 TSval=591450 TSecr=1544354835"
"127188","1530.723229623","12:52:07.141994209","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181533 Ack=2781528 Win=8326 Len=10 TSval=591459 TSecr=1544354935"
"127195","1530.823271461","12:52:07.242036047","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181543 Ack=2781653 Win=8326 Len=10 TSval=591468 TSecr=1544355035"
"127202","1530.923501919","12:52:07.342266505","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181553 Ack=2781778 Win=8326 Len=10 TSval=591477 TSecr=1544355135"
"127211","1531.023262545","12:52:07.442027131","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181563 Ack=2781896 Win=8326 Len=10 TSval=591486 TSecr=1544355236"
"127224","1531.123265546","12:52:07.542030132","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181573 Ack=2782013 Win=8326 Len=10 TSval=591495 TSecr=1544355335"
"127231","1531.223276886","12:52:07.642041472","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181583 Ack=2782137 Win=8326 Len=10 TSval=591504 TSecr=1544355435"
"127240","1531.323190064","12:52:07.741954650","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181593 Ack=2782264 Win=8326 Len=10 TSval=591513 TSecr=1544355535"
"127247","1531.423295057","12:52:07.842059643","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181603 Ack=2782384 Win=8326 Len=10 TSval=591522 TSecr=1544355635"
"127254","1531.523263721","12:52:07.942028307","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181613 Ack=2782501 Win=8326 Len=10 TSval=591531 TSecr=1544355736"
"127263","1531.623268303","12:52:08.042032889","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181633 Ack=2783086 Win=8326 Len=10 TSval=591540 TSecr=1544355835"
"127272","1531.723243531","12:52:08.142008117","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181656 Ack=2783386 Win=8326 Len=10 TSval=591549 TSecr=1544356027"
"127279","1531.823285020","12:52:08.242049606","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181666 Ack=2783511 Win=8326 Len=10 TSval=591558 TSecr=1544356027"
"127286","1531.923599479","12:52:08.342364065","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181676 Ack=2783636 Win=8326 Len=10 TSval=591567 TSecr=1544356135"
"127295","1532.023271925","12:52:08.442036511","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181686 Ack=2783754 Win=8326 Len=10 TSval=591576 TSecr=1544356236"
"127308","1532.123258213","12:52:08.542022799","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181696 Ack=2783872 Win=8326 Len=10 TSval=591585 TSecr=1544356335"
"127315","1532.223262850","12:52:08.642027436","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181706 Ack=2783989 Win=8326 Len=10 TSval=591594 TSecr=1544356435"
"127324","1532.323313353","12:52:08.742077939","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181716 Ack=2784113 Win=8326 Len=10 TSval=591603 TSecr=1544356535"
"127331","1532.423260755","12:52:08.842025341","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181726 Ack=2784240 Win=8326 Len=10 TSval=591612 TSecr=1544356635"
"127338","1532.523282370","12:52:08.942046956","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181736 Ack=2784360 Win=8326 Len=10 TSval=591621 TSecr=1544356735"
"127347","1532.623274083","12:52:09.042038669","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181756 Ack=2784944 Win=8326 Len=10 TSval=591630 TSecr=1544356835"
"127354","1532.723262144","12:52:09.142026730","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181766 Ack=2785062 Win=8326 Len=10 TSval=591638 TSecr=1544356935"
"127361","1532.823271169","12:52:09.242035755","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181776 Ack=2785181 Win=8326 Len=10 TSval=591647 TSecr=1544357035"
"127368","1532.923309994","12:52:09.342074580","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181786 Ack=2785306 Win=8326 Len=10 TSval=591656 TSecr=1544357135"
"127377","1533.023249262","12:52:09.442013848","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181796 Ack=2785431 Win=8326 Len=10 TSval=591665 TSecr=1544357235"
"127390","1533.123306776","12:52:09.542071362","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181806 Ack=2785549 Win=8326 Len=10 TSval=591674 TSecr=1544357335"
"127397","1533.223260083","12:52:09.642024669","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181816 Ack=2785666 Win=8326 Len=10 TSval=591683 TSecr=1544357435"
"127406","1533.323298128","12:52:09.742062714","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181826 Ack=2785790 Win=8326 Len=10 TSval=591692 TSecr=1544357535"
"127413","1533.423270228","12:52:09.842034814","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181836 Ack=2785917 Win=8326 Len=10 TSval=591701 TSecr=1544357635"
"127420","1533.523250174","12:52:09.942014760","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181846 Ack=2786037 Win=8326 Len=10 TSval=591710 TSecr=1544357735"
"127429","1533.623260149","12:52:10.042024735","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181866 Ack=2786621 Win=8326 Len=10 TSval=591719 TSecr=1544357835"
"127438","1533.723246326","12:52:10.142010912","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181889 Ack=2786920 Win=8326 Len=10 TSval=591728 TSecr=1544358028"
"127445","1533.823252782","12:52:10.242017368","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181899 Ack=2787039 Win=8326 Len=10 TSval=591737 TSecr=1544358028"
"127452","1533.923316846","12:52:10.342081432","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181909 Ack=2787164 Win=8326 Len=10 TSval=591746 TSecr=1544358135"
"127461","1534.023273716","12:52:10.442038302","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181919 Ack=2787289 Win=8326 Len=10 TSval=591755 TSecr=1544358235"
"127474","1534.123288308","12:52:10.542052894","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181929 Ack=2787407 Win=8326 Len=10 TSval=591764 TSecr=1544358335"
"127481","1534.223265697","12:52:10.642030283","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181939 Ack=2787524 Win=8326 Len=10 TSval=591773 TSecr=1544358435"
"127490","1534.323258454","12:52:10.742023040","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181949 Ack=2787648 Win=8326 Len=10 TSval=591782 TSecr=1544358535"
"127497","1534.423312760","12:52:10.842077346","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181959 Ack=2787775 Win=8326 Len=10 TSval=591791 TSecr=1544358635"
"127504","1534.523260615","12:52:10.942025201","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181969 Ack=2787895 Win=8326 Len=10 TSval=591800 TSecr=1544358735"
"127513","1534.623226854","12:52:11.041991440","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181989 Ack=2788479 Win=8326 Len=10 TSval=591809 TSecr=1544358835"
"127520","1534.723221174","12:52:11.141985760","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=181999 Ack=2788597 Win=8326 Len=10 TSval=591818 TSecr=1544358935"
"127527","1534.823236066","12:52:11.242000652","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182009 Ack=2788716 Win=8326 Len=10 TSval=591827 TSecr=1544359036"
"127534","1534.923284260","12:52:11.342048846","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182019 Ack=2788841 Win=8326 Len=10 TSval=591836 TSecr=1544359136"
"127543","1535.023254208","12:52:11.442018794","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182029 Ack=2788966 Win=8326 Len=10 TSval=591845 TSecr=1544359236"
"127556","1535.123292872","12:52:11.542057458","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182039 Ack=2789084 Win=8326 Len=10 TSval=591854 TSecr=1544359335"
"127563","1535.223255453","12:52:11.642020039","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182049 Ack=2789201 Win=8326 Len=10 TSval=591862 TSecr=1544359436"
"127572","1535.323226227","12:52:11.741990813","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182059 Ack=2789325 Win=8326 Len=10 TSval=591872 TSecr=1544359521"
"127579","1535.423297882","12:52:11.842062468","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182069 Ack=2789452 Win=8326 Len=10 TSval=591881 TSecr=1544359635"
"127586","1535.523269349","12:52:11.942033935","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182079 Ack=2789572 Win=8326 Len=10 TSval=591890 TSecr=1544359735"
"127595","1535.623240973","12:52:12.042005559","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182099 Ack=2790156 Win=8326 Len=10 TSval=591899 TSecr=1544359835"
"127604","1535.723256655","12:52:12.142021241","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182122 Ack=2790455 Win=8326 Len=10 TSval=591908 TSecr=1544360026"
"127611","1535.823249101","12:52:12.242013687","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182132 Ack=2790574 Win=8326 Len=10 TSval=591917 TSecr=1544360026"
"127618","1535.923266831","12:52:12.342031417","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182142 Ack=2790699 Win=8326 Len=10 TSval=591926 TSecr=1544360135"
"127627","1536.023228615","12:52:12.441993201","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182152 Ack=2790824 Win=8326 Len=10 TSval=591935 TSecr=1544360229"
"127639","1536.123261812","12:52:12.542026398","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182162 Ack=2790942 Win=8326 Len=10 TSval=591944 TSecr=1544360335"
"127647","1536.223247253","12:52:12.642011839","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182172 Ack=2791059 Win=8326 Len=10 TSval=591953 TSecr=1544360430"
"127656","1536.323172945","12:52:12.741937531","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182182 Ack=2791183 Win=8326 Len=10 TSval=591962 TSecr=1544360531"
"127662","1536.423222705","12:52:12.841987291","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182192 Ack=2791310 Win=8326 Len=10 TSval=591971 TSecr=1544360632"
"127669","1536.523250088","12:52:12.942014674","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182202 Ack=2791430 Win=8326 Len=10 TSval=591980 TSecr=1544360738"
"127678","1536.623649495","12:52:13.042414081","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182222 Ack=2792014 Win=8326 Len=10 TSval=591989 TSecr=1544360835"
"127685","1536.723212545","12:52:13.141977131","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182232 Ack=2792132 Win=8326 Len=10 TSval=591997 TSecr=1544360936"
"127692","1536.823216643","12:52:13.241981229","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182242 Ack=2792251 Win=8326 Len=10 TSval=592007 TSecr=1544361035"
"127699","1536.923219202","12:52:13.341983788","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182252 Ack=2792376 Win=8326 Len=10 TSval=592016 TSecr=1544361135"
"127708","1537.023213236","12:52:13.441977822","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182262 Ack=2792501 Win=8326 Len=10 TSval=592025 TSecr=1544361235"
"127721","1537.123190789","12:52:13.541955375","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182272 Ack=2792619 Win=8326 Len=10 TSval=592034 TSecr=1544361335"
"127728","1537.223215310","12:52:13.641979896","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182282 Ack=2792736 Win=8326 Len=10 TSval=592043 TSecr=1544361435"
"127737","1537.323192721","12:52:13.741957307","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182292 Ack=2792860 Win=8326 Len=10 TSval=592052 TSecr=1544361535"
"127744","1537.423213268","12:52:13.841977854","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182302 Ack=2792987 Win=8326 Len=10 TSval=592061 TSecr=1544361635"
"127751","1537.523244990","12:52:13.942009576","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182312 Ack=2793107 Win=8326 Len=10 TSval=592070 TSecr=1544361735"
"127760","1537.623207372","12:52:14.041971958","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=182332 Ack=2793691 Win=8326 Len=10 TSval=592079 TSecr=1544361835"
