"No.","Time","AbsTime","Source","Destination","Protocol","Length","Info"
"5983","72.226801955","12:27:48.645566541","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=131882 Ack=8449 Win=540 Len=141 TSval=1542896536 TSecr=460043"
"5990","72.326888766","12:27:48.745653352","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=132023 Ack=8459 Win=540 Len=141 TSval=1542896642 TSecr=460053"
"5997","72.426809601","12:27:48.845574187","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=132164 Ack=8469 Win=540 Len=144 TSval=1542896738 TSecr=460062"
"6006","72.526868803","12:27:48.945633389","192.168.57.20","192.168.57.30","TCP","212","7710  >  56913 [PSH, ACK] Seq=132308 Ack=8479 Win=540 Len=146 TSval=1542896838 TSecr=460071"
"6021","72.626841282","12:27:49.045605868","192.168.57.20","192.168.57.30","TCP","208","7710  >  56913 [PSH, ACK] Seq=132921 Ack=8499 Win=540 Len=142 TSval=1542896940 TSecr=460080"
"6028","72.726819329","12:27:49.145583915","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=133063 Ack=8509 Win=540 Len=140 TSval=1542897040 TSecr=460089"
"6037","72.826837707","12:27:49.245602293","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=133203 Ack=8519 Win=540 Len=144 TSval=1542897141 TSecr=460098"
"6044","72.926543209","12:27:49.345307795","192.168.57.20","192.168.57.30","TCP","214","7710  >  56913 [PSH, ACK] Seq=133347 Ack=8529 Win=540 Len=148 TSval=1542897241 TSecr=460107"
"6053","73.026827150","12:27:49.445591736","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=133676 Ack=8552 Win=540 Len=144 TSval=1542897342 TSecr=460116"
"6060","73.126633297","12:27:49.545397883","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=133820 Ack=8562 Win=540 Len=140 TSval=1542897442 TSecr=460125"
"6067","73.226786046","12:27:49.645550632","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=133960 Ack=8572 Win=539 Len=141 TSval=1542897542 TSecr=460133"
"6074","73.326787622","12:27:49.745552208","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=134101 Ack=8582 Win=539 Len=141 TSval=1542897642 TSecr=460143"
"6081","73.426855682","12:27:49.845620268","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=134242 Ack=8592 Win=539 Len=144 TSval=1542897742 TSecr=460152"
"6090","73.526879279","12:27:49.945643865","192.168.57.20","192.168.57.30","TCP","212","7710  >  56913 [PSH, ACK] Seq=134386 Ack=8602 Win=539 Len=146 TSval=1542897842 TSecr=460161"
"6105","73.626794490","12:27:50.045559076","192.168.57.20","192.168.57.30","TCP","208","7710  >  56913 [PSH, ACK] Seq=134999 Ack=8622 Win=539 Len=142 TSval=1542897942 TSecr=460170"
"6112","73.726818498","12:27:50.145583084","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=135141 Ack=8632 Win=539 Len=140 TSval=1542898042 TSecr=460179"
"6121","73.826836322","12:27:50.245600908","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=135281 Ack=8642 Win=539 Len=144 TSval=1542898142 TSecr=460188"
"6128","73.926928269","12:27:50.345692855","192.168.57.20","192.168.57.30","TCP","214","7710  >  56913 [PSH, ACK] Seq=135425 Ack=8652 Win=539 Len=148 TSval=1542898242 TSecr=460197"
"6135","74.026870960","12:27:50.445635546","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=135573 Ack=8662 Win=539 Len=144 TSval=1542898342 TSecr=460206"
"6142","74.126694600","12:27:50.545459186","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=135717 Ack=8672 Win=539 Len=140 TSval=1542898442 TSecr=460215"
"6149","74.226904372","12:27:50.645668958","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=135857 Ack=8682 Win=539 Len=141 TSval=1542898542 TSecr=460224"
"6156","74.326848945","12:27:50.745613531","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=135998 Ack=8692 Win=539 Len=141 TSval=1542898642 TSecr=460233"
"6163","74.426857662","12:27:50.845622248","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=136139 Ack=8702 Win=539 Len=144 TSval=1542898742 TSecr=460242"
"6172","74.526870968","12:27:50.945635554","192.168.57.20","192.168.57.30","TCP","212","7710  >  56913 [PSH, ACK] Seq=136283 Ack=8712 Win=539 Len=146 TSval=1542898842 TSecr=460251"
"6187","74.626924784","12:27:51.045689370","192.168.57.20","192.168.57.30","TCP","208","7710  >  56913 [PSH, ACK] Seq=136896 Ack=8732 Win=539 Len=142 TSval=1542898942 TSecr=460260"
"6194","74.726901575","12:27:51.145666161","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=137038 Ack=8742 Win=539 Len=140 TSval=1542899042 TSecr=460268"
"6203","74.826857400","12:27:51.245621986","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=137178 Ack=8752 Win=539 Len=144 TSval=1542899142 TSecr=460278"
"6210","74.926600247","12:27:51.345364833","192.168.57.20","192.168.57.30","TCP","214","7710  >  56913 [PSH, ACK] Seq=137322 Ack=8762 Win=539 Len=148 TSval=1542899242 TSecr=460287"
"6219","75.026653726","12:27:51.445418312","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=137651 Ack=8785 Win=539 Len=144 TSval=1542899342 TSecr=460296"
"6226","75.126579175","12:27:51.545343761","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=137795 Ack=8795 Win=539 Len=140 TSval=1542899442 TSecr=460305"
"6233","75.226772984","12:27:51.645537570","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=137935 Ack=8805 Win=539 Len=141 TSval=1542899542 TSecr=460314"
"6240","75.326867432","12:27:51.745632018","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=138076 Ack=8815 Win=539 Len=141 TSval=1542899642 TSecr=460323"
"6247","75.426849303","12:27:51.845613889","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=138217 Ack=8825 Win=538 Len=144 TSval=1542899742 TSecr=460332"
"6256","75.526835645","12:27:51.945600231","192.168.57.20","192.168.57.30","TCP","212","7710  >  56913 [PSH, ACK] Seq=138361 Ack=8835 Win=538 Len=146 TSval=1542899842 TSecr=460341"
"6271","75.626847256","12:27:52.045611842","192.168.57.20","192.168.57.30","TCP","208","7710  >  56913 [PSH, ACK] Seq=138974 Ack=8855 Win=538 Len=142 TSval=1542899942 TSecr=460350"
"6278","75.726835358","12:27:52.145599944","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=139116 Ack=8865 Win=538 Len=140 TSval=1542900042 TSecr=460359"
"6287","75.826848988","12:27:52.245613574","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=139256 Ack=8875 Win=538 Len=144 TSval=1542900142 TSecr=460368"
"6294","75.926702721","12:27:52.345467307","192.168.57.20","192.168.57.30","TCP","214","7710  >  56913 [PSH, ACK] Seq=139400 Ack=8885 Win=538 Len=148 TSval=1542900242 TSecr=460377"
"6301","76.027266477","12:27:52.446031063","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=139548 Ack=8895 Win=538 Len=144 TSval=1542900342 TSecr=460386"
"6308","76.126569317","12:27:52.545333903","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=139692 Ack=8905 Win=538 Len=140 TSval=1542900442 TSecr=460395"
"6315","76.226772270","12:27:52.645536856","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=139832 Ack=8915 Win=538 Len=141 TSval=1542900542 TSecr=460404"
"6322","76.326844987","12:27:52.745609573","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=139973 Ack=8925 Win=538 Len=141 TSval=1542900642 TSecr=460413"
"6329","76.426841934","12:27:52.845606520","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=140114 Ack=8935 Win=538 Len=144 TSval=1542900742 TSecr=460422"
"6338","76.526892709","12:27:52.945657295","192.168.57.20","192.168.57.30","TCP","212","7710  >  56913 [PSH, ACK] Seq=140258 Ack=8945 Win=538 Len=146 TSval=1542900842 TSecr=460431"
"6353","76.626889655","12:27:53.045654241","192.168.57.20","192.168.57.30","TCP","208","7710  >  56913 [PSH, ACK] Seq=140871 Ack=8965 Win=538 Len=142 TSval=1542900942 TSecr=460440"
"6360","76.726828456","12:27:53.145593042","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=141013 Ack=8975 Win=538 Len=140 TSval=1542901042 TSecr=460449"
"6369","76.826923845","12:27:53.245688431","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=141153 Ack=8985 Win=538 Len=144 TSval=1542901142 TSecr=460458"
"6376","76.926579757","12:27:53.345344343","192.168.57.20","192.168.57.30","TCP","214","7710  >  56913 [PSH, ACK] Seq=141297 Ack=8995 Win=538 Len=148 TSval=1542901242 TSecr=460467"
"6385","77.026660066","12:27:53.445424652","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=141626 Ack=9018 Win=538 Len=144 TSval=1542901342 TSecr=460476"
"6392","77.126577156","12:27:53.545341742","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=141770 Ack=9028 Win=538 Len=140 TSval=1542901442 TSecr=460485"
"6399","77.226781940","12:27:53.645546526","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=141910 Ack=9038 Win=538 Len=141 TSval=1542901542 TSecr=460494"
"6406","77.326858995","12:27:53.745623581","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=142051 Ack=9048 Win=538 Len=141 TSval=1542901642 TSecr=460503"
"6413","77.426870628","12:27:53.845635214","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=142192 Ack=9058 Win=538 Len=144 TSval=1542901742 TSecr=460512"
"6422","77.526889492","12:27:53.945654078","192.168.57.20","192.168.57.30","TCP","212","7710  >  56913 [PSH, ACK] Seq=142336 Ack=9068 Win=538 Len=146 TSval=1542901842 TSecr=460521"
"6437","77.626887239","12:27:54.045651825","192.168.57.20","192.168.57.30","TCP","208","7710  >  56913 [PSH, ACK] Seq=142949 Ack=9088 Win=537 Len=142 TSval=1542901942 TSecr=460530"
"6444","77.726866379","12:27:54.145630965","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=143091 Ack=9098 Win=537 Len=140 TSval=1542902042 TSecr=460539"
"6453","77.826873188","12:27:54.245637774","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=143231 Ack=9108 Win=537 Len=144 TSval=1542902142 TSecr=460548"
"6460","77.926570072","12:27:54.345334658","192.168.57.20","192.168.57.30","TCP","214","7710  >  56913 [PSH, ACK] Seq=143375 Ack=9118 Win=537 Len=148 TSval=1542902242 TSecr=460556"
"6467","78.026704920","12:27:54.445469506","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=143523 Ack=9128 Win=537 Len=144 TSval=1542902342 TSecr=460566"
"6474","78.126606394","12:27:54.545370980","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=143667 Ack=9138 Win=537 Len=140 TSval=1542902442 TSecr=460575"
"6481","78.226807888","12:27:54.645572474","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=143807 Ack=9148 Win=537 Len=141 TSval=1542902542 TSecr=460584"
"6488","78.326833439","12:27:54.745598025","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=143948 Ack=9158 Win=537 Len=141 TSval=1542902642 TSecr=460593"
"6495","78.426866638","12:27:54.845631224","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=144089 Ack=9168 Win=537 Len=144 TSval=1542902742 TSecr=460602"
"6504","78.526824561","12:27:54.945589147","192.168.57.20","192.168.57.30","TCP","212","7710  >  56913 [PSH, ACK] Seq=144233 Ack=9178 Win=537 Len=146 TSval=1542902842 TSecr=460611"
"6519","78.626834345","12:27:55.045598931","192.168.57.20","192.168.57.30","TCP","208","7710  >  56913 [PSH, ACK] Seq=144846 Ack=9198 Win=537 Len=142 TSval=1542902942 TSecr=460620"
"6526","78.726854430","12:27:55.145619016","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=144988 Ack=9208 Win=537 Len=140 TSval=1542903042 TSecr=460629"
"6535","78.826856668","12:27:55.245621254","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=145128 Ack=9218 Win=537 Len=144 TSval=1542903142 TSecr=460638"
"6542","78.926562984","12:27:55.345327570","192.168.57.20","192.168.57.30","TCP","214","7710  >  56913 [PSH, ACK] Seq=145272 Ack=9228 Win=537 Len=148 TSval=1542903242 TSecr=460647"
"6551","79.026700518","12:27:55.445465104","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=145601 Ack=9251 Win=543 Len=144 TSval=1542903342 TSecr=460656"
"6558","79.126672603","12:27:55.545437189","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=145745 Ack=9261 Win=542 Len=140 TSval=1542903442 TSecr=460665"
"6565","79.226820311","12:27:55.645584897","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=145885 Ack=9271 Win=542 Len=141 TSval=1542903542 TSecr=460673"
"6572","79.326845274","12:27:55.745609860","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=146026 Ack=9281 Win=542 Len=141 TSval=1542903642 TSecr=460682"
"6579","79.426859949","12:27:55.845624535","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=146167 Ack=9291 Win=542 Len=144 TSval=1542903742 TSecr=460691"
"6588","79.526822568","12:27:55.945587154","192.168.57.20","192.168.57.30","TCP","212","7710  >  56913 [PSH, ACK] Seq=146311 Ack=9301 Win=542 Len=146 TSval=1542903842 TSecr=460700"
"6602","79.626774219","12:27:56.045538805","192.168.57.20","192.168.57.30","TCP","208","7710  >  56913 [PSH, ACK] Seq=146924 Ack=9321 Win=542 Len=142 TSval=1542903942 TSecr=460709"
"6610","79.726870326","12:27:56.145634912","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=147066 Ack=9331 Win=542 Len=140 TSval=1542904042 TSecr=460718"
"6618","79.826856612","12:27:56.245621198","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=147206 Ack=9341 Win=542 Len=144 TSval=1542904142 TSecr=460727"
"6625","79.926566359","12:27:56.345330945","192.168.57.20","192.168.57.30","TCP","214","7710  >  56913 [PSH, ACK] Seq=147350 Ack=9351 Win=542 Len=148 TSval=1542904242 TSecr=460736"
"6632","80.026679757","12:27:56.445444343","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=147498 Ack=9361 Win=542 Len=144 TSval=1542904342 TSecr=460745"
"6639","80.126673750","12:27:56.545438336","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=147642 Ack=9371 Win=542 Len=140 TSval=1542904442 TSecr=460754"
"6646","80.226829741","12:27:56.645594327","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=147782 Ack=9381 Win=542 Len=141 TSval=1542904542 TSecr=460763"
"6653","80.326869412","12:27:56.745633998","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=147923 Ack=9391 Win=542 Len=141 TSval=1542904642 TSecr=460773"
"6660","80.426844643","12:27:56.845609229","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=148064 Ack=9401 Win=542 Len=144 TSval=1542904742 TSecr=460782"
"6669","80.526861046","12:27:56.945625632","192.168.57.20","192.168.57.30","TCP","212","7710  >  56913 [PSH, ACK] Seq=148208 Ack=9411 Win=542 Len=146 TSval=1542904842 TSecr=460791"
"6684","80.626836234","12:27:57.045600820","192.168.57.20","192.168.57.30","TCP","208","7710  >  56913 [PSH, ACK] Seq=148821 Ack=9431 Win=542 Len=142 TSval=1542904942 TSecr=460800"
"6691","80.726850149","12:27:57.145614735","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=148963 Ack=9441 Win=542 Len=140 TSval=1542905042 TSecr=460809"
"6700","80.826855171","12:27:57.245619757","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=149103 Ack=9451 Win=542 Len=144 TSval=1542905142 TSecr=460818"
"6707","80.926853262","12:27:57.345617848","192.168.57.20","192.168.57.30","TCP","214","7710  >  56913 [PSH, ACK] Seq=149247 Ack=9461 Win=542 Len=148 TSval=1542905242 TSecr=460827"
"6716","81.026849797","12:27:57.445614383","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=149576 Ack=9484 Win=542 Len=144 TSval=1542905342 TSecr=460836"
"6723","81.126580906","12:27:57.545345492","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=149720 Ack=9494 Win=542 Len=140 TSval=1542905442 TSecr=460845"
"6730","81.226784949","12:27:57.645549535","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=149860 Ack=9504 Win=542 Len=141 TSval=1542905542 TSecr=460854"
"6737","81.326845319","12:27:57.745609905","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=150001 Ack=9514 Win=541 Len=141 TSval=1542905642 TSecr=460863"
"6744","81.426868325","12:27:57.845632911","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=150142 Ack=9524 Win=541 Len=144 TSval=1542905742 TSecr=460872"
"6753","81.526849768","12:27:57.945614354","192.168.57.20","192.168.57.30","TCP","212","7710  >  56913 [PSH, ACK] Seq=150286 Ack=9534 Win=541 Len=146 TSval=1542905842 TSecr=460881"
"6768","81.626842216","12:27:58.045606802","192.168.57.20","192.168.57.30","TCP","208","7710  >  56913 [PSH, ACK] Seq=150899 Ack=9554 Win=541 Len=142 TSval=1542905942 TSecr=460890"
"6775","81.726874454","12:27:58.145639040","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=151041 Ack=9564 Win=541 Len=140 TSval=1542906042 TSecr=460899"
"6784","81.826911918","12:27:58.245676504","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=151181 Ack=9574 Win=541 Len=144 TSval=1542906142 TSecr=460908"
"6791","81.926588397","12:27:58.345352983","192.168.57.20","192.168.57.30","TCP","214","7710  >  56913 [PSH, ACK] Seq=151325 Ack=9584 Win=541 Len=148 TSval=1542906242 TSecr=460917"
"6798","82.026657749","12:27:58.445422335","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=151473 Ack=9594 Win=541 Len=144 TSval=1542906342 TSecr=460926"
"6805","82.126560786","12:27:58.545325372","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=151617 Ack=9604 Win=541 Len=140 TSval=1542906442 TSecr=460935"
"6812","82.226780668","12:27:58.645545254","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=151757 Ack=9614 Win=541 Len=141 TSval=1542906542 TSecr=460944"
"6819","82.326886621","12:27:58.745651207","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=151898 Ack=9624 Win=541 Len=141 TSval=1542906642 TSecr=460953"
"6826","82.426832916","12:27:58.845597502","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=152039 Ack=9634 Win=541 Len=144 TSval=1542906742 TSecr=460962"
"6835","82.526840063","12:27:58.945604649","192.168.57.20","192.168.57.30","TCP","212","7710  >  56913 [PSH, ACK] Seq=152183 Ack=9644 Win=541 Len=146 TSval=1542906842 TSecr=460971"
"6850","82.626839917","12:27:59.045604503","192.168.57.20","192.168.57.30","TCP","208","7710  >  56913 [PSH, ACK] Seq=152796 Ack=9664 Win=541 Len=142 TSval=1542906942 TSecr=460980"
"6857","82.726802277","12:27:59.145566863","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=152938 Ack=9674 Win=541 Len=140 TSval=1542907042 TSecr=460988"
"6866","82.826944725","12:27:59.245709311","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=153078 Ack=9684 Win=541 Len=144 TSval=1542907142 TSecr=460998"
"6873","82.926566574","12:27:59.345331160","192.168.57.20","192.168.57.30","TCP","214","7710  >  56913 [PSH, ACK] Seq=153222 Ack=9694 Win=541 Len=148 TSval=1542907242 TSecr=461007"
"6882","83.026683651","12:27:59.445448237","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=153551 Ack=9717 Win=541 Len=144 TSval=1542907331 TSecr=461016"
"6889","83.126553284","12:27:59.545317870","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=153695 Ack=9727 Win=541 Len=140 TSval=1542907442 TSecr=461025"
"6896","83.226848853","12:27:59.645613439","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=153835 Ack=9737 Win=541 Len=141 TSval=1542907532 TSecr=461034"
"6903","83.326846284","12:27:59.745610870","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=153976 Ack=9747 Win=541 Len=141 TSval=1542907642 TSecr=461043"
"6910","83.426843889","12:27:59.845608475","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=154117 Ack=9757 Win=541 Len=144 TSval=1542907742 TSecr=461052"
"6919","83.526839252","12:27:59.945603838","192.168.57.20","192.168.57.30","TCP","212","7710  >  56913 [PSH, ACK] Seq=154261 Ack=9767 Win=540 Len=146 TSval=1542907834 TSecr=461061"
"6934","83.626823807","12:28:00.045588393","192.168.57.20","192.168.57.30","TCP","208","7710  >  56913 [PSH, ACK] Seq=154874 Ack=9787 Win=540 Len=142 TSval=1542907938 TSecr=461070"
"6941","83.726816236","12:28:00.145580822","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=155016 Ack=9797 Win=540 Len=140 TSval=1542908036 TSecr=461079"
"6950","83.826845122","12:28:00.245609708","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=155156 Ack=9807 Win=540 Len=144 TSval=1542908142 TSecr=461088"
"6957","83.926577343","12:28:00.345341929","192.168.57.20","192.168.57.30","TCP","214","7710  >  56913 [PSH, ACK] Seq=155300 Ack=9817 Win=540 Len=148 TSval=1542908237 TSecr=461097"
"6964","84.026666265","12:28:00.445430851","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=155448 Ack=9827 Win=540 Len=144 TSval=1542908331 TSecr=461106"
"6971","84.126555428","12:28:00.545320014","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=155592 Ack=9837 Win=540 Len=140 TSval=1542908439 TSecr=461115"
"6978","84.226796237","12:28:00.645560823","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=155732 Ack=9847 Win=540 Len=141 TSval=1542908532 TSecr=461124"
"6985","84.326853767","12:28:00.745618353","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=155873 Ack=9857 Win=540 Len=141 TSval=1542908642 TSecr=461133"
"6992","84.426842359","12:28:00.845606945","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=156014 Ack=9867 Win=540 Len=144 TSval=1542908741 TSecr=461142"
"7001","84.526839617","12:28:00.945604203","192.168.57.20","192.168.57.30","TCP","212","7710  >  56913 [PSH, ACK] Seq=156158 Ack=9877 Win=540 Len=146 TSval=1542908834 TSecr=461151"
"7009","84.626805201","12:28:01.045569787","192.168.57.20","192.168.57.30","TCP","208","7710  >  56913 [PSH, ACK] Seq=156771 Ack=9897 Win=540 Len=142 TSval=1542908942 TSecr=461160"
"7022","84.726757576","12:28:01.145522162","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=156913 Ack=9907 Win=540 Len=140 TSval=1542909036 TSecr=461169"
"7028","84.826850443","12:28:01.245615029","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=157053 Ack=9917 Win=540 Len=144 TSval=1542909142 TSecr=461178"
"7037","84.926603116","12:28:01.345367702","192.168.57.20","192.168.57.30","TCP","214","7710  >  56913 [PSH, ACK] Seq=157197 Ack=9927 Win=540 Len=148 TSval=1542909237 TSecr=461187"
"7046","85.026697547","12:28:01.445462133","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=157526 Ack=9950 Win=540 Len=144 TSval=1542909338 TSecr=461196"
"7053","85.126967445","12:28:01.545732031","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=157670 Ack=9960 Win=540 Len=140 TSval=1542909439 TSecr=461205"
"7060","85.226853766","12:28:01.645618352","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=157810 Ack=9970 Win=540 Len=141 TSval=1542909539 TSecr=461214"
"7067","85.326894661","12:28:01.745659247","192.168.57.20","192.168.57.30","TCP","207","7710  >  56913 [PSH, ACK] Seq=157951 Ack=9980 Win=540 Len=141 TSval=1542909642 TSecr=461223"
"7074","85.426842274","12:28:01.845606860","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=158092 Ack=9990 Win=540 Len=144 TSval=1542909741 TSecr=461232"
"7083","85.526800489","12:28:01.945565075","192.168.57.20","192.168.57.30","TCP","212","7710  >  56913 [PSH, ACK] Seq=158236 Ack=10000 Win=540 Len=146 TSval=1542909841 TSecr=461241"
"7092","85.626862904","12:28:02.045627490","192.168.57.20","192.168.57.30","TCP","208","7710  >  56913 [PSH, ACK] Seq=158849 Ack=10020 Win=539 Len=142 TSval=1542909942 TSecr=461250"
"7105","85.726772015","12:28:02.145536601","192.168.57.20","192.168.57.30","TCP","206","7710  >  56913 [PSH, ACK] Seq=158991 Ack=10030 Win=539 Len=140 TSval=1542910042 TSecr=461259"
"7112","85.826811105","12:28:02.245575691","192.168.57.20","192.168.57.30","TCP","210","7710  >  56913 [PSH, ACK] Seq=159131 Ack=10040 Win=539 Len=144 TSval=1542910142 TSecr=461268"
"7121","85.926705396","12:28:02.345469982","192.168.57.20","192.168.57.30","TCP","214","7710  >  56913 [PSH, ACK] Seq=159275 Ack=10050 Win=539 Len=148 TSval=1542910242 TSecr=461277"
